1790348176	resense_ct_echo	0.91%	37.12MiB / 15.61GiB
1790348176	resense_ct_node	81.63%	905MiB / 15.61GiB
1790348178	resense_ct_listen	0.82%	37.77MiB / 15.61GiB
1790348178	resense_ct_echo	0.83%	37.1MiB / 15.61GiB
1790348178	resense_ct_node	79.81%	905.3MiB / 15.61GiB
1790348180	resense_ct_listen	0.92%	37.77MiB / 15.61GiB
1790348180	resense_ct_echo	0.93%	37.21MiB / 15.61GiB
1790348180	resense_ct_node	80.55%	905MiB / 15.61GiB
1790348183	resense_ct_listen	0.18%	37.77MiB / 15.61GiB
1790348183	resense_ct_echo	0.16%	37.1MiB / 15.61GiB
1790348183	resense_ct_node	1.24%	905MiB / 15.61GiB
1790348185	resense_ct_listen	0.21%	37.77MiB / 15.61GiB
1790348185	resense_ct_echo	0.17%	37.09MiB / 15.61GiB
1790348185	resense_ct_node	1.20%	905MiB / 15.61GiB
